

=================================================================================
1470948375.48,Chessboard not found!
1470948375.72,Chessboard not found!
1470948375.99,Chessboard not found!
1470948376.29,Chessboard not found!
1470948376.68,Chessboard not found!
1470948377.01,Chessboard not found!
1470948377.35,Chessboard not found!
1470948377.62,Chessboard not found!
1470948377.87,Chessboard not found!
1470948378.16,Chessboard not found!
1470948378.44,Chessboard not found!
1470948378.73,Chessboard not found!
1470948379.0,Chessboard not found!
1470948379.27,Chessboard not found!
1470948379.52,Chessboard not found!
1470948379.71,Chessboard not found!
1470948379.91,Chessboard not found!
1470948380.09,Chessboard not found!
1470948380.29,Chessboard not found!
1470948380.47,Chessboard not found!
1470948380.65,Chessboard not found!
1470948380.85,Chessboard not found!
1470948381.03,Chessboard not found!
1470948381.21,Chessboard not found!
1470948381.41,Chessboard not found!
1470948381.6,Chessboard not found!
1470948381.8,Chessboard not found!
1470948381.98,Chessboard not found!
1470948382.13,Chessboard found!
1470948382.15,Sum: [432.0, 464.0, 483.0, 453.0]
1470948382.15,Endpoints: (323.0,109.0) ; (342.0,141.0)
1470948382.16,x_PID: -12.5
1470948382.16,y_PID: 82.5
1470948382.16,bf_PID: 91.9709487681
1470948382.3,Chessboard found!
1470948382.32,Sum: [437.0, 467.0, 487.0, 457.0]
1470948382.32,Endpoints: (333.0,104.0) ; (352.0,135.0)
1470948382.34,x_PID: -47.5
1470948382.34,y_PID: 103.125
1470948382.34,bf_PID: 108.17076859
1470948382.45,Chessboard found!
1470948382.47,Sum: [448.0, 478.0, 500.0, 473.0]
1470948382.47,Endpoints: (338.0,110.0) ; (361.0,139.0)
1470948382.48,x_PID: -47.0
1470948382.48,y_PID: 72.0
1470948382.48,bf_PID: 83.576619336
1470948382.77,Chessboard not found!
1470948382.8,Chessboard found!
1470948382.81,Sum: [465.0, 494.0, 518.0, 491.0]
1470948382.81,Endpoints: (333.0,132.0) ; (358.0,160.0)
1470948382.82,x_PID: -15.5
1470948382.82,y_PID: 2.625
1470948382.82,bf_PID: 83.2706498923
1470948383.04,Chessboard not found!
1470948383.1,Chessboard found!
1470948383.12,Sum: [417.0, 447.0, 473.0, 442.0]
1470948383.12,Endpoints: (303.0,114.0) ; (330.0,143.0)
1470948383.13,x_PID: 76.0
1470948383.13,y_PID: 116.625
1470948383.13,bf_PID: 54.5856045309
1470948383.31,Chessboard found!
1470948383.32,Sum: [439.0, 463.0, 438.0, 411.0]
1470948383.32,Endpoints: (295.0,116.0) ; (320.0,143.0)
1470948383.34,x_PID: 35.0
1470948383.34,y_PID: 73.5
1470948383.34,bf_PID: 131.149537734
1470948383.49,Chessboard found!
1470948383.52,Sum: [400.0, 427.0, 453.0, 427.0]
1470948383.52,Endpoints: (280.0,120.0) ; (306.0,147.0)
1470948383.52,x_PID: 63.25
1470948383.52,y_PID: 60.75
1470948383.52,bf_PID: 81.1849083049
1470948383.55,Chessboard found!
1470948383.56,Sum: [403.0, 431.0, 456.0, 429.0]
1470948383.56,Endpoints: (282.0,121.0) ; (308.0,148.0)
1470948383.57,x_PID: 20.0
1470948383.57,y_PID: 66.0
1470948383.57,bf_PID: 90.7425691239
1470948383.7,Chessboard found!
1470948383.73,Sum: [423.0, 449.0, 475.0, 448.0]
1470948383.73,Endpoints: (294.0,129.0) ; (319.0,156.0)
1470948383.74,x_PID: -15.25
1470948383.74,y_PID: 38.25
1470948383.74,bf_PID: 103.486116883
1470948383.8,Chessboard found!
1470948383.81,Sum: [432.0, 456.0, 486.0, 459.0]
1470948383.81,Endpoints: (296.0,136.0) ; (322.0,164.0)
1470948383.82,x_PID: 4.75
1470948383.82,y_PID: 28.125
1470948383.82,bf_PID: 68.1972527248
1470948383.84,Chessboard found!
1470948383.85,Sum: [439.0, 466.0, 492.0, 465.0]
1470948383.85,Endpoints: (300.0,139.0) ; (325.0,167.0)
1470948383.87,x_PID: -1.25
1470948383.87,y_PID: 33.75
1470948383.87,bf_PID: 99.5131820857
1470948383.89,Chessboard found!
1470948383.91,Sum: [441.0, 469.0, 494.0, 466.0]
1470948383.91,Endpoints: (303.0,138.0) ; (328.0,166.0)
1470948383.91,x_PID: -3.0
1470948383.91,y_PID: 44.25
1470948383.91,bf_PID: 90.5000369431
1470948383.94,Chessboard found!
1470948383.95,Sum: [442.0, 469.0, 494.0, 467.0]
1470948383.95,Endpoints: (305.0,137.0) ; (330.0,164.0)
1470948383.96,x_PID: -2.5
1470948383.96,y_PID: 47.625
1470948383.96,bf_PID: 104.213713425
1470948383.98,Chessboard found!
1470948384.0,Sum: [441.0, 469.0, 494.0, 466.0]
1470948384.0,Endpoints: (306.0,135.0) ; (331.0,163.0)
1470948384.01,x_PID: -1.0
1470948384.01,y_PID: 49.875
1470948384.01,bf_PID: 80.2147795816
1470948384.05,Chessboard found!
1470948384.06,Sum: [439.0, 466.0, 491.0, 463.0]
1470948384.06,Endpoints: (307.0,132.0) ; (331.0,160.0)
1470948384.07,x_PID: -0.25
1470948384.07,y_PID: 57.75
1470948384.07,bf_PID: 102.677354191
1470948384.09,Chessboard found!
1470948384.11,Sum: [435.0, 464.0, 488.0, 460.0]
1470948384.11,Endpoints: (306.0,129.0) ; (331.0,157.0)
1470948384.12,x_PID: 2.75
1470948384.12,y_PID: 62.25
1470948384.12,bf_PID: 81.3670490075
1470948384.14,Chessboard found!
1470948384.16,Sum: [435.0, 463.0, 487.0, 459.0]
1470948384.16,Endpoints: (307.0,128.0) ; (331.0,156.0)
1470948384.16,x_PID: -0.25
1470948384.16,y_PID: 59.25
1470948384.16,bf_PID: 102.677354191
1470948384.18,Chessboard found!
1470948384.2,Sum: [435.0, 463.0, 486.0, 459.0]
1470948384.2,Endpoints: (307.0,128.0) ; (331.0,155.0)
1470948384.21,x_PID: 1.0
1470948384.21,y_PID: 58.875
1470948384.21,bf_PID: 108.021662654
1470948384.24,Chessboard found!
1470948384.26,Sum: [435.0, 463.0, 487.0, 459.0]
1470948384.26,Endpoints: (307.0,128.0) ; (331.0,156.0)
1470948384.27,x_PID: 1.0
1470948384.27,y_PID: 55.875
1470948384.27,bf_PID: 82.6863939558
1470948384.3,Chessboard found!
1470948384.32,Sum: [434.0, 461.0, 487.0, 459.0]
1470948384.32,Endpoints: (306.0,128.0) ; (331.0,156.0)
1470948384.32,x_PID: 2.75
1470948384.32,y_PID: 57.0
1470948384.32,bf_PID: 81.3670490075
1470948384.34,Chessboard found!
1470948384.36,Sum: [435.0, 461.0, 488.0, 459.0]
1470948384.36,Endpoints: (306.0,129.0) ; (331.0,157.0)
1470948384.37,x_PID: 1.5
1470948384.37,y_PID: 53.25
1470948384.37,bf_PID: 90.5000369431
1470948384.39,Chessboard found!
1470948384.41,Sum: [436.0, 462.0, 487.0, 460.0]
1470948384.41,Endpoints: (305.0,131.0) ; (330.0,157.0)
1470948384.41,x_PID: 5.0
1470948384.41,y_PID: 51.75
1470948384.41,bf_PID: 118.243214613
1470948384.43,Chessboard found!
1470948384.45,Sum: [438.0, 463.0, 490.0, 462.0]
1470948384.45,Endpoints: (305.0,133.0) ; (330.0,160.0)
1470948384.46,x_PID: 2.5
1470948384.46,y_PID: 44.625
1470948384.46,bf_PID: 83.4063301729
1470948384.48,Chessboard found!
1470948384.5,Sum: [439.0, 464.0, 490.0, 462.0]
1470948384.5,Endpoints: (303.0,136.0) ; (329.0,161.0)
1470948384.51,x_PID: 7.75
1470948384.51,y_PID: 42.75
1470948384.51,bf_PID: 107.957957251
1470948384.53,Chessboard found!
1470948384.55,Sum: [438.0, 465.0, 490.0, 463.0]
1470948384.55,Endpoints: (303.0,135.0) ; (328.0,162.0)
1470948384.55,x_PID: 5.75
1470948384.55,y_PID: 47.25
1470948384.55,bf_PID: 83.4063301729
1470948384.58,Chessboard found!
1470948384.59,Sum: [437.0, 466.0, 491.0, 464.0]
1470948384.59,Endpoints: (302.0,135.0) ; (328.0,163.0)
1470948384.6,x_PID: 6.25
1470948384.6,y_PID: 45.375
1470948384.6,bf_PID: 68.1972527248
1470948384.8,Chessboard not found!
1470948384.83,Chessboard found!
1470948384.84,Sum: [433.0, 461.0, 486.0, 459.0]
1470948384.84,Endpoints: (297.0,136.0) ; (322.0,164.0)
1470948384.85,x_PID: 24.25
1470948384.85,y_PID: 42.75
1470948384.85,bf_PID: 99.5131820857
1470948384.87,Chessboard found!
1470948384.89,Sum: [432.0, 459.0, 484.0, 456.0]
1470948384.89,Endpoints: (295.0,137.0) ; (320.0,164.0)
1470948384.9,x_PID: 17.5
1470948384.9,y_PID: 43.125
1470948384.9,bf_PID: 104.213713425
1470948384.92,Chessboard found!
1470948384.93,Sum: [431.0, 458.0, 484.0, 455.0]
1470948384.93,Endpoints: (294.0,137.0) ; (319.0,165.0)
1470948384.94,x_PID: 16.0
1470948384.94,y_PID: 42.375
1470948384.94,bf_PID: 80.2147795816
1470948384.97,Chessboard found!
1470948384.98,Sum: [432.0, 458.0, 484.0, 456.0]
1470948384.98,Endpoints: (293.0,139.0) ; (318.0,166.0)
1470948384.99,x_PID: 17.0
1470948384.99,y_PID: 37.875
1470948384.99,bf_PID: 104.213713425
1470948385.01,Chessboard found!
1470948385.03,Sum: [432.0, 459.0, 485.0, 457.0]
1470948385.03,Endpoints: (292.0,140.0) ; (318.0,167.0)
1470948385.04,x_PID: 16.25
1470948385.04,y_PID: 37.5
1470948385.04,bf_PID: 81.1849083049
1470948385.06,Chessboard found!
1470948385.08,Sum: [433.0, 460.0, 486.0, 459.0]
1470948385.08,Endpoints: (291.0,142.0) ; (316.0,170.0)
1470948385.09,x_PID: 20.25
1470948385.09,y_PID: 30.375
1470948385.09,bf_PID: 89.7724404005
1470948385.12,Chessboard found!
1470948385.13,Sum: [433.0, 460.0, 487.0, 461.0]
1470948385.13,Endpoints: (290.0,143.0) ; (316.0,171.0)
1470948385.15,x_PID: 18.25
1470948385.15,y_PID: 32.25
1470948385.15,bf_PID: 78.4825100863
1470948385.17,Chessboard found!
1470948385.18,Sum: [435.0, 463.0, 489.0, 461.0]
1470948385.18,Endpoints: (289.0,146.0) ; (315.0,174.0)
1470948385.19,x_PID: 20.5
1470948385.19,y_PID: 23.25
1470948385.19,bf_PID: 87.4956552289
1470948385.22,Chessboard found!
1470948385.23,Sum: [435.0, 463.0, 489.0, 461.0]
1470948385.23,Endpoints: (288.0,147.0) ; (314.0,175.0)
1470948385.24,x_PID: 21.5
1470948385.24,y_PID: 26.25
1470948385.24,bf_PID: 87.4956552289
1470948385.28,Chessboard found!
