

=================================================================================
1470925493.04,-31.5,72.75,125.491615702
1470925493.13,-29.75,74.625,126.340316457
1470925493.21,-27.5,75.375,107.220433545
1470925493.35,-26.5,74.25,121.082951554
1470925493.79,86.5,181.125,103.048894885
1470925494.02,58.25,132.0,100.397439963
1470925494.07,28.25,119.25,128.707185455
1470925494.18,11.5,110.25,116.574437387
1470925494.22,-7.25,113.25,100.397439963
1470925494.27,1.0,111.75,112.530188031
1470925494.32,-10.75,114.0,128.707185455
1470925494.37,-2.25,110.25,100.397439963
1470925494.41,-7.25,108.75,96.6566691733
1470925494.47,-8.0,111.0,108.561808316
1470925494.52,-3.0,112.875,93.0151917865
1470925494.57,0.5,108.0,104.675154184
1470925494.63,-0.25,108.375,75.7178628901
1470925494.73,3.75,105.75,111.191282167
1470925494.79,7.0,108.0,100.874694062
1470925494.84,5.5,108.0,100.874694062
1470925494.88,10.0,104.25,100.874694062
1470925494.93,10.25,104.625,73.0897420678
1470925494.98,8.25,105.75,106.869393228
1470925495.02,8.75,105.75,84.2227531903
1470925495.07,11.0,100.125,80.2147795816
1470925495.21,12.0,101.625,104.213713425
1470925495.27,14.75,104.625,68.1972527248
1470925495.32,12.75,105.375,63.5987496735
1470925495.46,11.5,102.375,69.7133849442
1470925495.74,22.0,84.75,37.0813075506
1470925495.79,16.25,84.75,59.0375924505
1470925495.84,18.5,85.875,56.2917950595
1470925495.88,19.5,83.625,37.7811710464
1470925495.93,18.75,87.0,65.1714630729
1470925495.98,17.5,87.0,59.097570619
1470925496.02,21.0,88.875,50.2460713554
1470925496.15,18.5,87.75,41.5255925434
1470925496.19,22.0,84.0,37.2210001002
1470925496.27,23.0,82.5,35.370787358
1470925496.32,20.5,82.875,38.5469179207
1470925496.38,22.25,85.875,30.6886748924
1470925496.43,22.75,82.875,28.074253211
1470925496.47,19.75,80.25,31.6319064989
1470925496.54,22.75,75.0,18.655352485
1470925496.6,21.5,75.75,31.6637701526
1470925496.65,25.0,72.375,15.8849953829
1470925496.73,24.25,70.125,27.3533587772
1470925496.77,26.5,67.875,13.0062781488
1470925496.84,27.5,69.375,19.0663169532
1470925496.88,26.75,66.75,18.3166992021
1470925496.93,30.75,67.125,12.7130846357
1470925496.99,28.75,68.25,6.57778112175
1470925497.05,31.0,66.375,11.9671363925
1470925497.1,32.0,63.75,-0.19483445714
1470925497.15,29.5,66.0,11.3075294254
1470925497.23,34.75,67.875,4.09310912446
1470925497.27,34.5,70.5,-4.10330252448
1470925497.32,33.75,66.375,-0.321264218567
1470925497.37,36.0,69.375,1.21605412882
1470925497.43,35.25,66.375,-2.39110676049
1470925497.49,39.25,65.625,-3.69219495145
1470925497.54,39.0,68.625,-7.66588545513
1470925497.59,41.75,65.625,-7.04570919707
1470925497.65,39.75,68.625,-8.45878691846
1470925497.71,42.0,69.375,-18.4754511659
1470925497.77,44.75,64.5,-16.4039963405
1470925497.82,42.75,66.75,-12.6195969008
1470925497.88,45.0,63.0,-21.9107250958
1470925498.1,49.5,59.625,-27.6965929568
1470925498.19,53.25,59.25,-48.2183202104
1470925498.26,48.75,59.625,-30.4532978671
1470925498.38,52.75,47.625,-43.1641621689
1470925498.55,52.5,44.25,-47.7165050173
1470925498.68,50.0,45.375,-43.0762086099
1470925498.82,48.25,41.25,-50.82656889
1470925499.02,47.75,38.25,-48.9560464732
1470925499.18,19.25,37.125,-70.7430556017
1470925499.26,-17.25,19.875,-71.9214559248
1470925499.3,10.0,28.5,-61.0354419583
1470925499.35,11.25,27.0,-59.3214766063
1470925499.4,0.0,25.5,-57.2953021775
1470925499.44,5.5,27.75,-57.2953021775
1470925499.51,5.25,25.875,-62.9474017684
1470925499.56,0.25,25.125,-58.9678038113
1470925499.62,4.75,18.75,-61.4617303789
1470925499.68,0.75,15.75,-62.1495144594
1470925499.74,2.75,14.625,-60.3782372139
1470925499.79,0.5,19.875,-57.2245453435
1470925499.84,1.25,16.875,-59.7321068359
1470925499.9,0.75,18.0,-56.2822361483
1470925499.96,-1.5,19.875,-61.6563379309
1470925500.01,-0.75,20.625,-53.7944300083
1470925500.06,-3.0,17.625,-60.9949705051
1470925500.12,-2.25,16.875,-53.1237659005
1470925500.16,-4.5,12.375,-54.3971267961
1470925500.21,-7.25,10.125,-56.912615405
1470925500.27,-5.25,11.625,-51.0454939308
1470925500.32,-9.25,3.375,-49.6337912094
1470925500.38,-9.0,7.125,-50.8879915265
1470925500.43,-13.5,-1.125,-50.1560847639
1470925500.48,-12.0,-4.875,-44.0525497245
1470925500.54,-13.0,-1.125,-47.3287852325
1470925500.59,-15.75,-5.625,-43.9069871026
1470925500.63,-15.5,-6.0,-42.8101820252
1470925500.69,-18.25,-11.25,-38.1734084815
1470925500.74,-18.0,-10.5,-38.7116729144
1470925500.79,-17.25,-10.125,-37.5157384623
1470925500.85,-19.5,-12.75,-30.4526497888
1470925500.9,-18.75,-16.125,-33.2781755179
1470925500.94,-17.5,-10.875,-34.5623962648
1470925501.02,-17.5,-10.125,-28.4308566418
1470925501.09,-17.5,-7.5,-28.7937594795
1470925501.16,-15.75,-9.75,-24.6383750893
1470925501.23,-13.5,-7.875,-22.692101159
1470925501.29,-14.25,-7.125,-23.324552485
1470925501.34,-10.25,-8.25,-18.981055551
1470925501.38,-12.25,-8.25,-22.6964268942
1470925501.43,-10.0,-6.375,-21.8059269781
1470925501.48,-7.25,-5.625,-18.3512678301
1470925501.54,-5.75,-6.75,-19.8726381049
1470925501.6,-7.75,-8.625,-16.2598453185
1470925501.65,-0.25,-7.5,-11.9093744372
1470925501.71,-4.75,-5.625,-12.6982660769
1470925501.77,-0.75,-6.75,-14.2258838504
1470925501.84,-1.0,-8.625,-13.3192702642
1470925501.91,0.0,-9.375,-7.1632784394
1470925501.96,1.0,-10.125,-10.4903361619
1470925502.02,0.25,-7.125,-7.04576122587
