

=================================================================================
1470925801.13,-14.0,69.75,140.689655172
1470925802.36,38.5,96.0,140.689655172
1470925802.47,1.0,123.375,163.027714402
1470925804.09,-0.75,54.375,145.14491604
1470925805.43,49.5,209.625,12.1451826385
1470925805.51,54.75,132.0,96.6566691733
1470925805.57,29.5,130.125,93.0151917865
1470925805.62,39.25,129.375,75.7178628901
1470925805.68,39.25,126.75,111.191282167
1470925805.76,34.75,125.25,87.1192432554
1470925805.84,28.25,118.125,97.4358313605
1470925805.9,25.0,97.5,70.6627824143
1470925806.18,23.0,107.625,104.00050795
1470925806.24,-19.25,103.5,55.9721943216
1470925806.3,4.0,104.25,84.5358389533
1470925806.4,2.75,102.75,72.8901116535
1470925806.51,-8.5,99.375,70.1846197117
1470925806.9,5.75,95.25,27.6399610605
1470925807.34,44.75,103.5,38.9666624467
1470925807.44,30.0,84.375,50.6042575597
1470925807.51,28.75,77.625,40.9608605497
1470925807.59,31.25,78.375,53.2750517524
1470925807.79,25.0,82.125,45.3312740693
1470925807.88,12.75,83.25,43.719128168
1470925807.95,16.25,83.25,56.740055749
1470925808.02,11.25,79.5,58.7007053099
1470925808.07,14.0,85.5,23.502847442
1470925808.13,11.25,85.125,45.8532832889
1470925808.19,9.75,84.0,38.7732436719
1470925808.27,10.0,82.125,37.3188033762
1470925808.32,9.0,83.25,42.3103621512
1470925808.37,8.0,75.75,42.3103621512
1470925808.46,8.75,78.375,42.131774283
1470925808.51,6.5,64.5,42.2657151841
1470925808.55,9.0,69.75,42.2657151841
1470925808.6,10.75,64.5,35.5353719467
1470925808.65,9.5,63.375,34.4524242305
1470925808.69,13.0,57.375,32.9890883367
1470925808.76,10.5,48.0,37.5351119007
1470925808.8,8.75,47.625,25.6347536547
1470925808.85,11.75,38.25,40.4720765305
1470925808.9,10.5,39.75,36.038035887
1470925809.13,12.25,21.75,18.8131576671
1470925809.27,14.5,22.125,26.1838613487
1470925809.41,38.25,-15.0,24.3673727923
1470925809.57,28.25,0.75,23.9591964945
1470925809.68,30.75,-11.25,22.7798720597
1470925809.74,28.0,-15.0,26.4157032945
1470925809.82,23.75,-30.375,16.6421093836
1470925810.02,21.5,-25.125,28.9444930514
1470925810.09,4.75,-36.375,6.22242411842
1470925810.13,15.0,-35.625,25.1527629462
1470925810.32,10.5,-45.0,21.6385306887
1470925810.38,10.25,-41.625,12.7130846357
1470925810.44,14.0,-38.25,19.4071691754
1470925810.54,14.0,-40.125,14.9273672474
1470925810.59,14.0,-48.375,22.7670206215
1470925810.63,10.5,-40.875,14.9273672474
1470925810.79,13.0,-42.0,18.2872186934
1470925810.84,13.0,-42.0,18.2872186934
1470925810.88,13.0,-42.0,18.2872186934
1470925810.93,13.0,-43.875,13.8658340247
1470925811.02,16.5,-48.375,21.603257195
1470925811.07,14.0,-50.625,13.8658340247
1470925811.13,17.5,-51.0,17.1818725262
1470925811.18,18.5,-52.5,17.1818725262
1470925811.24,16.0,-50.25,17.1818725262
1470925811.35,19.5,-55.875,12.8197030857
1470925811.41,24.0,-69.375,20.4534996066
1470925811.47,19.0,-59.25,17.1818725262
1470925811.52,22.5,-63.0,17.1818725262
1470925811.59,21.75,-58.875,9.02098529984
1470925811.63,24.0,-58.125,19.3743364892
1470925811.68,21.5,-59.25,16.199822162
1470925811.74,21.5,-57.375,11.9671363925
1470925811.8,19.75,-58.5,11.3717258631
1470925811.85,21.0,-58.5,14.1991695055
1470925811.91,15.75,-60.375,14.444293685
1470925811.99,14.25,-61.125,14.3422649817
1470925812.05,16.25,-60.0,18.2295149886
1470925812.12,15.75,-61.875,7.41174130471
1470925812.21,17.0,-66.375,17.2116827062
1470925812.26,15.25,-70.5,18.2295149886
1470925812.3,16.5,-67.875,11.2376316041
1470925812.35,16.5,-72.375,18.2908758121
1470925812.41,16.5,-70.875,11.2376316041
1470925812.48,18.25,-69.75,18.122110424
1470925812.69,15.25,-66.0,11.3642056451
1470925812.77,6.0,-68.25,22.0179369969
1470925812.94,-0.5,-42.0,16.199822162
1470925813.09,0.75,-33.375,24.5494082877
1470925813.27,-5.25,12.0,5.70494679825
1470925813.33,0.0,2.25,15.1416507196
1470925813.38,0.75,10.875,23.302537946
1470925813.63,2.0,7.5,17.1818725262
1470925813.69,-8.5,94.5,26.083059123
1470925813.76,-6.25,51.375,19.0240048593
